1,2,282
2,2,417
3,2,552
4,2,687
1,3,416
2,3,685
3,3,954
4,3,1223
1,4,550
2,4,953
3,4,1356
4,4,1759
1,5,684
2,5,1221
3,5,1758
4,5,2295
1,6,818
2,6,1489
3,6,2160
4,6,2831
1,2,282
2,2,417
3,2,552
4,2,687
1,3,416
2,3,685
3,3,954
4,3,1223
1,4,550
2,4,953
3,4,1356
4,4,1759
1,5,684
2,5,1221
3,5,1758
4,5,2295
1,6,818
2,6,1489
3,6,2160
4,6,2831
